tiempo_ms,Vm_R_mV,Vm_Q_mV,Delta_mV
10.424999999999942,-67.92252005433103,-67.92252005433103,0.0
10.44999999999994,-67.91954626957912,-67.91954626957912,0.0
10.47499999999994,-67.9165786114565,-67.9165786114565,0.0
10.499999999999938,-67.91361706896068,-67.91361706896068,0.0
10.524999999999936,-67.91066163110995,-67.91066163110995,0.0
10.549999999999935,-67.90771228694435,-67.90771228694435,0.0
10.574999999999934,-67.90476902552605,-67.90476902552605,0.0
10.599999999999932,-67.90183183593949,-67.90183183593949,0.0
10.62499999999993,-67.89890070729118,-67.89890070729118,0.0
10.64999999999993,-67.8959756287094,-67.8959756287094,0.0
10.674999999999928,-67.89305658934373,-67.89305658934373,0.0
10.699999999999926,-67.89014357836453,-67.89014357836453,0.0
10.724999999999925,-67.88723658496237,-67.88723658496237,0.0
10.749999999999924,-67.88433559834736,-67.88433559834736,0.0
10.774999999999922,-67.88144060774869,-67.88144060774869,0.0
10.79999999999992,-67.87855160241389,-67.87855160241389,0.0
10.82499999999992,-67.87566857160837,-67.87566857160837,0.0
10.849999999999918,-67.87279150461485,-67.87279150461485,0.0
10.874999999999917,-67.86992039073287,-67.86992039073287,0.0
10.899999999999915,-67.86705521927827,-67.86705521927827,0.0
10.924999999999914,-67.86419597958283,-67.86419597958283,0.0
10.949999999999912,-67.86134266099383,-67.86134266099383,0.0
10.97499999999991,-67.85849525287371,-67.85849525287371,0.0
10.99999999999991,-67.8556537445997,-67.8556537445997,0.0
11.024999999999908,-67.85281812556362,-67.85281812556362,0.0
11.049999999999907,-67.84998838517147,-67.84998838517147,0.0
11.074999999999905,-67.84716451284335,-67.84716451284335,0.0
11.099999999999904,-67.84434649801312,-67.84434649801312,0.0
11.124999999999902,-67.84153433012831,-67.84153433012831,0.0
11.1499999999999,-67.83872799864989,-67.83872799864989,0.0
11.1749999999999,-67.83592749305215,-67.83592749305215,0.0
11.199999999999898,-67.8331328028226,-67.8331328028226,0.0
11.224999999999897,-67.8303439174618,-67.8303439174618,0.0
11.249999999999895,-67.82756082648332,-67.82756082648332,0.0
11.274999999999894,-67.82478351941364,-67.82478351941364,0.0
11.299999999999892,-67.82201198579209,-67.82201198579209,0.0
11.324999999999891,-67.81924621517075,-67.81924621517075,0.0
11.34999999999989,-67.81648619711446,-67.81648619711446,0.0
11.374999999999888,-67.81373192120076,-67.81373192120076,0.0
